"","OTU","Phylum","Class","Order","Family","Subfamily","Genus","Species","Taxon Similarity","Sequences","Dereplicates","PreClusters","Dereplication Reduction (%)","Preclustering Reduction (%)","Length","GC Composition","MID","name"
"912","OTU15",NA,NA,NA,NA,NA,NA,NA,0,13,2,1,84.62,50,457.54,33.67,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"913","OTU16","Arthropoda","Insecta","Lepidoptera","Pyralidae","Phycitinae",NA,NA,96.05,9,1,1,88.89,0,458,30.13,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"914","OTU17","Arthropoda","Insecta","Diptera",NA,NA,NA,NA,96.25,9,1,1,88.89,0,458,39.52,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"915","OTU18",NA,NA,NA,NA,NA,NA,NA,0,8,1,1,87.5,0,278,29.14,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"916","OTU19",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,191,37.17,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"917","OTU20",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,354,36.72,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"918","OTU21",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,191,35.08,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"919","OTU23",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,112,40.18,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"920","OTU22","Arthropoda","Insecta","Lepidoptera","Limacodidae","Limacodinae","Euprosterna","Euprosterna hosia",97.81,6,1,1,83.33,0,459,30.28,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"921","OTU25","Arthropoda","Insecta","Lepidoptera","Erebidae",NA,NA,NA,97.58,5,1,1,80,0,457,31.95,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"922","OTU24",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,458,36.68,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"923","OTU27","Arthropoda","Insecta","Lepidoptera","Crambidae","Crambinae","Diatraea","Diatraea saccharalis",95.85,5,1,1,80,0,458,32.31,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"924","OTU26","Arthropoda","Insecta","Mantodea","Mantoididae",NA,"Mantoida","Mantoida brunneriana",94.09,5,1,1,80,0,458,33.84,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"925","OTU1",NA,NA,NA,NA,NA,NA,NA,0,297,8,1,97.31,87.5,457.57,36.28,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"926","OTU2","Arthropoda","Insecta","Orthoptera",NA,NA,NA,NA,91.03,165,8,8,95.15,0,457.5,34.09,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"927","OTU3",NA,NA,NA,NA,NA,NA,NA,0,136,6,1,95.59,83.33,190.93,36.14,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"928","OTU4","Arthropoda","Insecta","Hemiptera","Pentatomidae","Discocephalinae","Ablaptus","Ablaptus brevirostrum",91.68,111,6,6,94.59,0,457.52,34.55,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"929","OTU5",NA,NA,NA,NA,NA,NA,NA,0,78,1,1,98.72,0,117,26.5,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"930","OTU6",NA,NA,NA,NA,NA,NA,NA,0,68,2,1,97.06,50,136.87,37.26,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"931","OTU7",NA,NA,NA,NA,NA,NA,NA,0,62,8,1,87.1,87.5,458.26,34.02,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"932","OTU8",NA,NA,NA,NA,NA,NA,NA,0,55,2,1,96.36,50,106.89,27.13,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"933","OTU9","Arthropoda","Insecta","Lepidoptera","Limacodidae",NA,NA,NA,94.93,45,7,7,84.44,0,240.16,30.78,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"934","OTU10",NA,NA,NA,NA,NA,NA,NA,0,41,2,1,95.12,50,140.12,38.62,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"935","OTU11","Arthropoda","Insecta","Lepidoptera","Depressariidae","Stenomatinae","Stenoma","Stenoma sp.",96.93,29,2,2,93.1,0,457.83,30.58,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"936","OTU12","Arthropoda","Insecta","Lepidoptera","Erebidae","Herminiinae","Lascoria","Lascoria sp.",94.09,21,1,1,95.24,0,458,30.79,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"937","OTU13","Arthropoda","Insecta","Mantodea","Mantoididae",NA,"Mantoida","Mantoida brunneriana",94.09,14,2,2,85.71,0,457.57,33.87,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"938","OTU14",NA,NA,NA,NA,NA,NA,NA,0,10,1,1,90,0,263,28.52,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"939","OTU15",NA,NA,NA,NA,NA,NA,NA,0,9,1,1,88.89,0,191,37.17,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"940","OTU16",NA,NA,NA,NA,NA,NA,NA,0,8,1,1,87.5,0,354,36.72,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"941","OTU17",NA,NA,NA,NA,NA,NA,NA,0,8,1,1,87.5,0,458,33.84,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"942","OTU18",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,278,29.14,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"943","OTU19",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,133,33.83,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"944","OTU21","Arthropoda","Insecta","Lepidoptera","Crambidae","Crambinae","Diatraea","Diatraea saccharalis",95.85,6,1,1,83.33,0,458,32.31,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"945","OTU20","Arthropoda","Insecta","Lepidoptera","Erebidae","Herminiinae","Zanclognatha",NA,90.2,6,1,1,83.33,0,459,31.59,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"946","OTU22","Arthropoda","Insecta","Lepidoptera","Pyralidae","Phycitinae","phyBioLep01","phyBioLep01 BioLep929",96.49,6,1,1,83.33,0,458,30.35,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"947","OTU24","Arthropoda","Insecta","Lepidoptera","Limacodidae","Limacodinae","Euprosterna","Euprosterna hosia",97.81,5,1,1,80,0,459,30.28,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"948","OTU23",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,458,30.79,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"949","OTU1","Arthropoda","Insecta","Lepidoptera","Crambidae","Spilomelinae","Omiodes","Omiodes poeonalis",90.56,279,11,2,96.06,81.82,451.43,36.36,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"950","OTU2","Arthropoda","Insecta","Orthoptera",NA,NA,NA,NA,91.03,156,8,8,94.87,0,457.72,34.08,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"951","OTU3",NA,NA,NA,NA,NA,NA,NA,0,121,5,1,95.87,80,190.92,36.12,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"952","OTU4","Arthropoda","Insecta","Hemiptera","Pentatomidae","Discocephalinae","Ablaptus","Ablaptus brevirostrum",91.68,100,7,7,93,0,457.98,34.54,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"953","OTU5","Arthropoda","Insecta","Lepidoptera","Limacodidae",NA,NA,NA,94.93,82,11,11,86.59,0,241.32,31.02,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"954","OTU6",NA,NA,NA,NA,NA,NA,NA,0,45,6,1,86.67,83.33,429.51,34.55,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"955","OTU7",NA,NA,NA,NA,NA,NA,NA,0,43,2,1,95.35,50,116.84,26.53,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"956","OTU8",NA,NA,NA,NA,NA,NA,NA,0,36,1,1,97.22,0,140,38.57,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"957","OTU10","Arthropoda","Insecta","Lepidoptera","Depressariidae","Stenomatinae","Stenoma","Stenoma sp.",96.93,33,2,2,93.94,0,457.76,30.58,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"958","OTU9",NA,NA,NA,NA,NA,NA,NA,0,33,1,1,96.97,0,107,27.1,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"959","OTU11",NA,NA,NA,NA,NA,NA,NA,0,26,1,1,96.15,0,263,28.52,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"960","OTU12",NA,NA,NA,NA,NA,NA,NA,0,25,2,1,92,50,136.8,37.28,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"961","OTU13","Arthropoda","Insecta","Lepidoptera","Erebidae","Herminiinae","Lascoria","Lascoria sp.",94.09,20,1,1,95,0,458,30.79,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"962","OTU14",NA,NA,NA,NA,NA,NA,NA,0,10,1,1,90,0,113,39.82,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"963","OTU15",NA,NA,NA,NA,NA,NA,NA,0,9,1,1,88.89,0,116,28.45,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"964","OTU16","Arthropoda","Insecta","Mantodea","Mantoididae",NA,"Mantoida","Mantoida brunneriana",94.09,9,1,1,88.89,0,458,33.84,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"965","OTU17",NA,NA,NA,NA,NA,NA,NA,0,8,1,1,87.5,0,278,29.14,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"966","OTU18",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,459,36.6,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"967","OTU19","Arthropoda","Insecta","Lepidoptera","Crambidae","Crambinae","Diatraea","Diatraea saccharalis",95.85,7,1,1,85.71,0,458,32.31,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"968","OTU21",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,113,40.71,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"969","OTU20","Arthropoda","Insecta","Lepidoptera","Limacodidae","Limacodinae","Euprosterna","Euprosterna hosia",97.81,6,1,1,83.33,0,459,30.28,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"970","OTU23",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,458,33.84,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"971","OTU22","Arthropoda","Insecta","Lepidoptera","Pyralidae","Phycitinae",NA,NA,96.05,5,1,1,80,0,458,30.13,0,"MBR-CYB002.DNA-LT-BAL1-MAR2021-B_Rep4)CCDB-S5-0473)CBGMB-00347.OTU"
"972","OTU1",NA,NA,NA,NA,NA,NA,NA,0,1043,13,1,98.75,92.31,457.46,38.71,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"973","OTU2",NA,NA,NA,NA,NA,NA,NA,0,268,20,1,92.54,95,445.33,37.32,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"974","OTU3",NA,NA,NA,NA,NA,NA,NA,0,167,4,1,97.6,75,106.8,27.16,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"975","OTU4",NA,NA,NA,NA,NA,NA,NA,0,44,2,1,95.45,50,457.39,38.48,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"976","OTU5",NA,NA,NA,NA,NA,NA,NA,0,33,3,1,90.91,66.67,457.36,37.5,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"977","OTU6",NA,NA,NA,NA,NA,NA,NA,0,21,2,1,90.48,50,457.76,37.14,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"978","OTU7",NA,NA,NA,NA,NA,NA,NA,0,14,1,1,92.86,0,128,28.91,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"979","OTU8","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia crurariaDHJ06",97.81,13,2,2,84.62,0,457.62,29.72,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"980","OTU10",NA,NA,NA,NA,NA,NA,NA,0,11,1,1,90.91,0,458,30.79,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"981","OTU9",NA,NA,NA,NA,NA,NA,NA,0,11,1,1,90.91,0,179,35.75,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"982","OTU11",NA,NA,NA,NA,NA,NA,NA,0,10,1,1,90,0,458,38.21,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"983","OTU14","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia crurariaDHJ06",96.49,8,1,1,87.5,0,458,30.79,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"984","OTU12","Arthropoda","Insecta","Lepidoptera","Crambidae","Spilomelinae","Desmia","Desmia sp. 16YB",91.98,8,1,1,87.5,0,162,30.86,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"985","OTU13","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia crurariaDHJ06",96.49,8,1,1,87.5,0,457,30.63,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"986","OTU15","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia crurariaDHJ06",97.59,7,1,1,85.71,0,458,30.57,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"987","OTU16","Arthropoda","Insecta","Diptera","Tachinidae","Exoristinae","Chrysoexorista","Chrysoexorista Malaise8446",92.21,7,1,1,85.71,0,155,32.9,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"988","OTU17","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia sp. 5YB",97.15,6,1,1,83.33,0,458,29.69,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"989","OTU18","Arthropoda","Insecta","Lepidoptera",NA,NA,NA,NA,95.14,6,1,1,83.33,0,457,30.85,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"990","OTU19","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia crurariaDHJ06",97.15,6,1,1,83.33,0,458,30.35,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"991","OTU20",NA,NA,NA,NA,NA,NA,NA,0,6,1,1,83.33,0,156,32.69,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"992","OTU25","Arthropoda","Insecta","Lepidoptera","Depressariidae","Stenomatinae","Antaeotricha","Antaeotricha Janzen197",92.78,5,1,1,80,0,458,32.1,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"993","OTU24","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia crurariaDHJ06",95.19,5,1,1,80,0,458,31.66,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"994","OTU21","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia crurariaDHJ06",97.36,5,1,1,80,0,456,31.14,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"995","OTU23","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia crurariaDHJ06",97.58,5,1,1,80,0,457,30.42,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"996","OTU22",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,458,33.84,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep1)CCDB-S5-0473)CBGMB-00347.OTU"
"997","OTU1","Arthropoda","Insecta","Coleoptera","Melyridae","Malachiinae","Attalus","Attalus pallifrons",91,604,10,2,98.34,80,454.47,38.67,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"998","OTU2",NA,NA,NA,NA,NA,NA,NA,0,148,12,1,91.89,91.67,457.57,37.15,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"999","OTU3",NA,NA,NA,NA,NA,NA,NA,0,38,2,1,94.74,50,106.74,27.17,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1000","OTU4",NA,NA,NA,NA,NA,NA,NA,0,25,2,1,92,50,457.36,38.48,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1001","OTU5","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia sp. 5YB",97.37,21,2,2,90.48,0,458,29.83,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1002","OTU6",NA,NA,NA,NA,NA,NA,NA,0,16,2,1,87.5,50,457.69,37.14,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1003","OTU7",NA,NA,NA,NA,NA,NA,NA,0,12,1,1,91.67,0,458,30.79,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1004","OTU8","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia crurariaDHJ06",96.49,11,2,2,81.82,0,456.45,30.67,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1005","OTU9",NA,NA,NA,NA,NA,NA,NA,0,8,1,1,87.5,0,156,32.69,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1006","OTU10","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia crurariaDHJ06",97.58,7,1,1,85.71,0,457,30.42,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1007","OTU11","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia crurariaDHJ06",97.59,7,1,1,85.71,0,458,31.44,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1008","OTU12","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia crurariaDHJ06",96.49,6,1,1,83.33,0,458,30.79,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1009","OTU13","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia crurariaDHJ06",97.81,6,1,1,83.33,0,458,30.35,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1010","OTU14",NA,NA,NA,NA,NA,NA,NA,0,5,1,1,80,0,458,32.97,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep2)CCDB-S5-0473)CBGMB-00347.OTU"
"1011","OTU1",NA,NA,NA,NA,NA,NA,NA,0,894,9,1,98.99,88.89,457.43,38.72,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1012","OTU2",NA,NA,NA,NA,NA,NA,NA,0,267,19,1,92.88,94.74,452.87,37.22,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1013","OTU3",NA,NA,NA,NA,NA,NA,NA,0,38,1,1,97.37,0,107,27.1,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1014","OTU4",NA,NA,NA,NA,NA,NA,NA,0,37,2,1,94.59,50,457.32,38.48,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1015","OTU5",NA,NA,NA,NA,NA,NA,NA,0,18,2,1,88.89,50,457.72,30.8,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1016","OTU6",NA,NA,NA,NA,NA,NA,NA,0,14,2,1,85.71,50,457.57,37.15,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1017","OTU7",NA,NA,NA,NA,NA,NA,NA,0,14,1,1,92.86,0,128,28.91,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1018","OTU8",NA,NA,NA,NA,NA,NA,NA,0,11,1,1,90.91,0,115,27.83,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1019","OTU9","Arthropoda","Insecta","Lepidoptera","Geometridae","Ennominae","Paragonia","Paragonia crurariaDHJ06",97.15,9,1,1,88.89,0,458,30.35,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1020","OTU10",NA,NA,NA,NA,NA,NA,NA,0,8,1,1,87.5,0,458,37.55,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1021","OTU11",NA,NA,NA,NA,NA,NA,NA,0,7,1,1,85.71,0,458,33.84,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
"1022","OTU12","Arthropoda","Insecta","Lepidoptera","Erebidae",NA,"erebidBioLep01","erebidBioLep01 BioLep736",94.75,7,1,1,85.71,0,458,32.31,0,"MBR-CYB002.DNA-LT-DRA1-MAR2021-A_Rep3)CCDB-S5-0473)CBGMB-00347.OTU"
